Timestamp,X-Axis,Y-Axis,Z-Axis
88180,6584,464,-190
88190,-756,-846,81
88200,9516,-400,229
88210,86,3141,481
88220,180,378,145
88230,6011,538,329
88240,3239,-11,-551
88250,2945,208,556
88260,7457,-980,875
88270,4648,-694,-811
88280,5781,3742,805
88290,2841,111,-752
88300,5528,2088,320
88310,8419,1857,-405
88320,1284,303,757
88330,5961,2733,-836
88340,6785,637,-206
88350,4323,-735,-278
88360,5789,3778,-873
88370,5706,505,125
88380,6582,-854,147
88390,3937,1191,866
88400,9032,1154,756
88410,1085,-968,104
88420,10483,3380,-127
88430,4597,102,-617
88440,2847,3610,305
88450,9830,-189,-341
88460,1187,1525,114
88470,6992,-168,887
88480,3703,2262,6
88490,5740,203,565
88500,-90,1694,-84
88510,6586,2390,-392
88520,2540,3880,-675
88530,752,-997,195
88540,3910,1591,-8
88550,5262,3553,502
88560,8332,2925,-290
88570,8363,191,989
88580,5692,1468,-585
88590,1651,3297,699
88600,2726,1954,170
88610,3659,2035,-847
88620,7101,-702,-188
88630,572,1869,976
88640,1235,1377,230
88650,6095,2982,-370
88660,10954,3571,860
88670,-894,684,-189
88680,1412,1625,794
88690,9376,1048,-204
88700,3064,3622,-966
88710,4032,2147,-806
88720,9358,373,682
88730,9203,3593,-166
88740,3804,2643,-712
88750,8175,2230,-649
88760,179,-940,436
88770,445,2595,96
88780,3611,1390,178
88790,4356,-804,332
88800,8403,185,-197
88810,8054,2298,791
88820,8752,-14,780
88830,9288,46,-686
88840,2706,692,322
88850,7602,1578,302
88860,10430,3688,487
88870,3958,2663,-907
88880,9130,3009,812
88890,6491,-568,-530
88900,2456,1080,974
88910,6522,-406,-126
88920,4691,-409,402
88930,4211,125,-152
88940,5454,3960,519
88950,1928,887,-812
88960,10449,1916,-762
88970,4842,1656,334
88980,-965,-566,-248
88990,6171,263,-549
89000,4735,-145,-825
89010,5083,1955,-272
89020,1868,3675,471
89030,7856,1481,143
89040,1146,3991,-171
89050,6412,2713,-232
89060,5394,66,-362
89070,4930,1413,-44
89080,-784,-438,455
89090,9253,3909,-408
89100,8523,942,-882
89110,6695,3385,-98
89120,1930,-831,250
89130,6385,205,-158
89140,10413,3236,522
89150,9867,1674,-185
89160,2743,1659,317
89170,3155,112,-295
89180,-396,-185,-762
89190,1548,-435,286
89200,4282,1566,42
89210,2347,-3,-921
89220,622,2816,-55
89230,662,2645,-125
89240,6005,3405,822
89250,8042,629,-690
89260,8612,2720,145
89270,7488,22,-367
89280,10999,1511,812
89290,6610,2875,563
89300,9739,-172,942
89310,5767,-846,-613
89320,5796,1085,-74
89330,3666,-22,8
89340,2379,2425,528
89350,4234,-164,-630
89360,10468,1135,-612
89370,9088,535,905
89380,5454,3465,-412
89390,-90,3386,-362
89400,7054,3711,626
89410,10200,1121,618
89420,4012,1493,252
89430,9234,3840,547
89440,1397,221,-868
89450,5653,1509,847
89460,-682,-484,-194
89470,10142,1098,751
89480,10770,925,757
89490,4877,1630,-628
89500,2337,1906,-449
89510,6696,1073,-23
89520,2515,527,-576
89530,8434,3644,-193
89540,2645,-420,32
89550,3999,1706,884
89560,228,1598,637
89570,3335,1499,43
89580,2262,2716,553
89590,7164,3810,-115
89600,10269,355,256
89610,-705,-617,-714
89620,5202,3760,517
89630,6046,550,921
89640,9100,450,-179
89650,2909,2413,789
89660,1483,2321,-258
89670,6437,-335,-61
89680,-829,1534,-552
89690,10632,3669,534
89700,5767,2528,-886
89710,2994,-146,-443
89720,6948,2081,-901
89730,8941,-626,15
89740,-331,1539,757
89750,7645,2656,933
89760,7692,-49,505
89770,-199,2954,-618
89780,2242,1001,303
89790,1527,879,786
89800,1373,1315,-254
89810,9335,932,-592
89820,5500,155,888
89830,10049,-875,-833
89840,5103,2418,950
89850,2280,1830,-66
89860,869,613,251
89870,7596,930,575
89880,8312,1583,943
89890,2145,606,918
89900,-868,-125,73
89910,5619,3604,-606
89920,8187,935,-390
89930,10122,-845,-546
89940,1608,-122,-425
89950,-777,1378,-689
89960,4079,1231,-10
89970,6932,-132,-482
89980,3270,-935,41
89990,4186,-382,-909
90000,2185,-21,671
90010,2234,649,-377
90020,4469,1584,-497
90030,2590,-976,201
90040,6316,1696,380
90050,-997,-106,-850
90060,-641,1137,-191
90070,1279,977,826
90080,7782,2260,391
90090,-969,3212,-226
90100,3081,46,839
90110,9806,-456,-392
90120,2830,2101,204
90130,9737,2201,909
90140,-67,3009,411
90150,5936,777,-970
90160,324,-169,117
90170,3973,2402,-114
90180,10295,865,-606
90190,8278,-188,-54
90200,8905,-541,421
90210,3474,296,871
90220,687,3380,-345
90230,-802,3643,-218
90240,2760,1340,-349
90250,1801,-672,-764
90260,7334,1470,58
90270,3115,2302,-92
90280,7557,1460,680
90290,10031,-970,780
90300,2868,-614,-951
90310,1953,2926,-832
90320,2212,2399,155
90330,3343,1940,-413
90340,7120,2367,-643
90350,-221,72,778
90360,6268,493,860
90370,3324,2215,64
90380,5376,1901,-793
90390,4241,604,172
90400,1949,-578,320
90410,8102,115,32
90420,8387,3640,940
90430,60,-642,-839
90440,7582,2306,-292
90450,1467,-905,-358
90460,3517,476,974
90470,9900,2667,-616
90480,843,959,693
90490,5089,3442,69
90500,738,3857,-900
90510,3541,512,719
90520,10351,3840,-362
90530,2961,3991,-25
90540,358,3441,-516
90550,2229,2751,-221
90560,-226,258,-110
90570,3606,3966,-753
90580,803,-768,919
90590,2065,-45,783
90600,6053,2848,28
90610,8678,1597,-9
90620,8140,3804,85
90630,2353,173,692
90640,6805,-751,-732
90650,1664,-66,-174
90660,4561,1790,-182
90670,6937,1446,-944
90680,1613,1696,516
90690,8711,882,557
90700,2290,2632,-15
90710,7082,688,786
90720,10247,1541,555
90730,3262,3958,611
90740,3529,3952,-249
90750,2201,2391,-51
90760,-539,1867,953
90770,3781,-348,672
90780,2099,819,826
90790,10702,-139,-85
90800,9564,-406,876
90810,6996,1652,107
90820,7135,3822,786
90830,2176,-538,-59
90840,385,-746,746
90850,8118,660,830
90860,1081,1825,-96
90870,2255,945,-944
90880,6323,1976,111
90890,4295,1293,-680
90900,7096,1269,726
90910,8322,775,570
90920,552,1859,520
90930,-783,3111,-138
90940,6918,560,-138
90950,7522,-168,821
90960,1756,2122,880
90970,3459,3951,189
90980,591,3638,575
90990,8503,331,-940
91000,2551,2440,-21
91010,4148,-177,-436
91020,4941,-237,-203
91030,9570,1037,660
91040,2813,3785,865
91050,9783,1430,720
91060,8530,2254,959
91070,8508,3382,-804
91080,9531,471,-548
91090,10879,3617,663
91100,3031,3328,678
91110,6317,2007,25
91120,3471,-409,-92
91130,3318,1202,-391
91140,6308,-370,-820
91150,5807,-401,-620
91160,8440,-18,89
91170,7865,3118,404
91180,65,3020,187
91190,2500,-481,-843
91200,10048,310,-701
91210,2422,-235,-265
91220,5179,323,-481
91230,6197,3869,924
91240,4199,3638,-234
91250,1864,-875,-990
91260,5306,2756,789
91270,8045,494,125
91280,241,-95,-935
91290,4018,2471,-260
91300,1826,1333,-604
91310,-714,-122,-628
91320,6513,-154,-535
91330,8027,-331,-683
91340,2599,-860,764
91350,-77,507,-342
91360,2327,-312,984
91370,-502,-549,478
91380,6999,2762,-434
91390,4093,1336,223
91400,5783,1487,139
91410,8066,654,342
91420,8865,3314,636
91430,7170,1103,-88
91440,5628,407,-236
91450,703,418,326
91460,4203,2027,-446
91470,123,-173,595
91480,6412,3448,-708
91490,5298,-809,-273
91500,10484,306,532
91510,173,964,-966
91520,5437,2982,709
91530,794,1461,-13
91540,4070,1011,-279
91550,67,378,221
91560,760,2545,958
91570,8547,1807,-958
91580,4609,2914,-265
91590,10186,871,274
91600,2443,2088,935
91610,9348,-795,-10
91620,4771,709,593
91630,6157,2511,529
91640,8788,481,310
91650,2612,974,-815
91660,-422,1477,-66
91670,-429,-853,-180
91680,12,2853,922
91690,-275,3565,-474
91700,-338,1029,-422
91710,9366,-465,300
91720,7603,3035,305
91730,10052,2130,37
91740,1194,-655,34
91750,8901,-193,-206
91760,2106,3794,388
91770,359,2860,299
91780,3116,1931,-740
91790,7484,3320,-292
91800,53,2363,-598
91810,6617,13,970
91820,1485,3523,68
91830,4930,1813,-185
91840,9985,5,333
91850,10,3158,-443
91860,4977,3662,-3
91870,4676,184,933
91880,-461,-613,-521
91890,2299,564,239
91900,402,3416,199
91910,10960,1491,-578
91920,1091,1524,-432
91930,4785,1490,-796
91940,8745,5,-979
91950,6357,1623,396
91960,665,3130,507
91970,-425,3224,-936
91980,926,2436,-718
91990,3162,3820,-942
92000,406,2478,-577
92010,-423,1780,-353
92020,9905,3317,621
92030,3869,-542,493
92040,837,-854,-413
92050,958,1031,-323
92060,10345,-682,-399
92070,4365,2591,686
92080,4290,2638,765
92090,2215,178,-288
92100,7229,-96,-575
92110,2473,1456,-442
92120,3115,351,-948
92130,4966,33,-709
92140,8481,231,-381
92150,5178,2028,964
92160,6502,1462,-333
92170,1696,-904,372
92180,3155,2170,628
92190,6831,-866,-981
92200,2162,2493,761
92210,10790,1421,944
92220,9765,-632,140
92230,-936,1843,-712
92240,10993,2831,14
92250,3920,-874,-210
92260,5260,-132,850
92270,9190,-123,-141
92280,822,3793,863
92290,7228,3060,-15
92300,425,-221,946
92310,5793,1511,692
92320,2891,596,430
92330,4422,1263,146
92340,696,2764,-675
92350,2442,1857,-808
92360,4262,836,747
92370,9545,883,22
92380,10615,1079,993
92390,4402,117,-684
92400,6412,2662,310
92410,757,-214,-500
92420,-456,3377,-742
92430,-421,2650,777
92440,5509,3022,761
92450,8593,2011,59
92460,7626,1782,169
92470,2702,1152,889
92480,-126,-897,-592
92490,2963,-93,41
92500,10052,3913,131
92510,6941,117,-534
92520,3019,566,892
92530,3869,2643,30
92540,5746,1897,-323
92550,1946,2695,-696
92560,3501,2297,360
92570,9371,3841,-325
92580,9412,52,790
92590,8023,3138,64
92600,868,2149,75
92610,3291,2130,277
92620,-939,3449,-476
92630,8544,-141,218
92640,324,1534,-305
92650,8653,3880,7
92660,121,2144,403
92670,6294,685,-25
92680,4045,3338,432
92690,9979,2991,-873
92700,9803,1805,-438
92710,5998,-669,-485
92720,1712,-352,711
92730,3498,494,-184
92740,6484,2726,511
92750,6121,3519,-211
92760,540,2429,169
92770,690,2019,865
92780,8575,1089,398
92790,4341,1618,-130
92800,-466,904,-709
92810,1019,3151,923
92820,3932,2601,-587
92830,1477,-780,-489
92840,-105,2599,-455
92850,8025,-892,-191
92860,6898,1459,-605
92870,9197,3237,-762
92880,-721,3505,663
92890,4009,3755,-765
92900,-118,484,402
92910,3361,-692,-823
92920,3642,398,726
92930,3661,394,636
92940,6393,3253,-223
92950,942,3320,-532
92960,1177,1292,-598
92970,1220,1189,-571
92980,5390,-589,-122
92990,9464,1933,-720
93000,9588,3332,874
93010,9070,2507,185
93020,1213,-840,-412
93030,5654,3368,525
93040,5510,2213,-839
93050,10207,268,491
93060,2826,198,-520
93070,10252,2181,-725
93080,1512,2079,36
93090,3553,1137,437
93100,952,1014,-854
93110,-152,976,-101
93120,7458,1514,253
93130,10256,1083,595
93140,7411,2124,849
93150,512,-965,955
93160,2734,728,-953
93170,7153,704,-416
93180,8509,1229,502
93190,9929,-521,570
93200,8303,104,482
93210,1266,2219,527
93220,7542,1268,254
93230,7003,-507,392
93240,1074,3886,984
93250,6568,587,-179
93260,6414,1721,-607
93270,196,2006,-14
93280,9698,-136,-456
93290,2565,607,-171
93300,3599,1619,320
93310,5289,2561,-499
93320,9681,-519,962
93330,7032,2359,452
93340,2885,2369,-490
93350,325,-587,529
93360,1669,-428,819
93370,9674,1773,574
93380,7697,451,-227
93390,-580,1030,937
93400,7585,226,-61
93410,5655,2060,-127
93420,4654,1518,948
93430,3423,3596,-232
93440,6165,645,269
93450,9162,657,-455
93460,2530,1009,-338
93470,485,890,-914
93480,3176,1840,78
93490,9020,3401,-972
93500,3369,2641,-562
93510,8935,852,-884
93520,3556,-890,577
93530,6830,3979,-409
93540,542,1612,-543
93550,8350,-932,-844
93560,1858,474,905
93570,421,-169,192
93580,4619,172,988
93590,7801,3382,-811
93600,4215,1144,544
93610,1382,3085,-930
93620,8658,3770,71
93630,3009,3265,821
93640,10814,-870,-833
93650,3955,1018,15
93660,9596,3374,233
93670,8177,3608,816
93680,2598,1542,-883
93690,485,136,-135
93700,9345,2780,-923
93710,976,658,-496
93720,8383,1574,-355
93730,4106,2493,26
93740,10776,282,-731
93750,-751,38,-18
93760,257,3072,-717
93770,7713,215,-988
93780,6913,191,-379
93790,365,2618,520
93800,7325,2040,903
93810,2804,1477,180
93820,3472,-778,-429
93830,4991,1373,404
93840,6407,2602,-484
93850,6645,1241,450
93860,-772,3132,-492
93870,1633,2146,-987
93880,547,1708,898
93890,8573,1948,942
93900,7240,414,874
93910,2630,31,-869
93920,3599,-908,330
93930,10465,-103,233
93940,5905,2735,324
93950,5623,-986,-16
93960,4401,-625,-151
93970,10870,806,562
93980,4857,3449,53
93990,3058,612,-688
94000,3553,3002,688
94010,711,-889,-925
94020,9906,1121,90
94030,5568,928,728
94040,-775,1740,-262
94050,4660,1220,-341
94060,1454,3776,501
94070,4726,2677,-317
94080,10876,1403,-793
94090,1677,2798,685
94100,7302,2480,-658
94110,9487,3554,-174
94120,676,1111,-792
94130,3856,-778,377
94140,5385,-12,892
94150,9320,176,-934
94160,7696,3796,-932
94170,-320,-162,41
94180,-473,-148,608
94190,6685,3806,-78
94200,-307,580,-742
94210,710,147,-673
94220,2782,1351,-478
94230,-926,1889,45
94240,7267,501,-898
94250,-211,849,382
94260,7491,2794,815
94270,-732,744,454
94280,2787,455,-280
94290,5913,-951,614
94300,2452,2120,-270
94310,801,3502,122
94320,2030,3897,435
94330,7751,-88,132
94340,-899,1819,-414
94350,-91,440,154
94360,2825,3860,691
94370,11,-199,-406
94380,2025,2266,-36
94390,4936,-991,-575
94400,479,-616,226
94410,6310,3374,-533
94420,10795,1395,145
94430,6020,1234,898
94440,4886,822,268
94450,3399,306,-214
94460,10573,1675,626
94470,6363,1519,-858
94480,5111,2670,-264
94490,3461,3601,-717
94500,5719,3204,571
94510,3401,1168,709
94520,5240,-166,633
94530,8698,411,506
94540,10947,-929,333
94550,3206,-451,500
94560,7179,-6,-971
94570,-574,3838,-508
94580,8993,2867,-944
94590,7679,893,254
94600,6475,2898,613
94610,5395,1924,-477
94620,2598,-595,-584
94630,2454,3248,-10
94640,2373,3074,766
94650,8959,2916,-283
94660,10073,1392,-346
94670,10615,1530,44
94680,5125,2517,95
94690,4425,1412,719
94700,-672,-729,-95
94710,8476,-46,862
94720,4834,3052,27
94730,7429,1606,711
94740,-857,-976,-730
94750,5732,235,-878
94760,1612,-612,-760
94770,1299,2874,-288
94780,8306,884,925
94790,8240,-222,-687
94800,9651,3101,296
94810,3773,2756,-919
94820,8741,-740,-242
94830,9278,1784,917
94840,-709,3125,24
94850,1039,-730,-136
94860,6481,-473,-829
94870,6313,418,-458
94880,2143,29,-217
94890,2167,-240,-941
94900,5570,-718,-594
94910,9121,2871,434
94920,3203,377,247
94930,10270,614,704
94940,2086,2414,494
94950,9512,2633,-932
94960,10237,3910,58
94970,3782,963,-578
94980,1247,2697,925
94990,10061,2503,760
95000,13694,976,-874
95010,645,1468,-477
95020,7243,1566,-498
95030,10093,-56,596
95040,7485,1282,267
95050,3872,1320,-248
95060,4915,399,-572
95070,2918,3332,-328
95080,6363,2010,102
95090,-405,1685,-782
95100,3826,1933,-667
95110,5821,-552,-799
95120,862,3500,261
95130,2657,1685,19
95140,2344,965,-160
95150,7412,247,-118
95160,2415,1629,-914
95170,2879,-670,992
95180,7328,3621,-708
95190,5669,2560,-675
95200,1974,1427,-230
95210,7366,3135,260
95220,3966,775,3
95230,4226,1589,-470
95240,-671,-916,-73
95250,6129,153,710
95260,-628,3213,-259
95270,8688,97,613
95280,3056,381,654
95290,-844,3285,-410
95300,4005,2070,-655
95310,1760,3702,-620
95320,5795,20,385
95330,1750,1467,94
95340,5315,2489,857
95350,7280,140,-135
95360,5287,3544,568
95370,1969,1034,375
95380,8102,2960,181
95390,4547,2573,-482
95400,1118,2567,253
95410,199,1509,41
95420,-123,2935,626
95430,-803,2377,767
95440,10830,3408,342
95450,3175,-531,-104
95460,-295,-795,267
95470,7426,-116,733
95480,8109,-333,-173
95490,2305,3209,475
95500,4935,1050,-352
95510,5455,-840,-592
95520,-662,2310,136
95530,3398,947,-49
95540,3117,2954,-475
95550,3993,1231,-596
95560,3678,3890,844
95570,7972,3347,-612
95580,4720,425,94
95590,4677,897,-409
95600,7572,-706,-526
95610,3041,1041,-522
95620,7781,-584,-600
95630,9288,1439,778
95640,3158,810,-713
95650,7766,1215,583
95660,127,863,539
95670,1216,750,-217
95680,8410,2142,364
95690,-626,661,43
95700,280,3251,863
95710,8114,1511,-886
95720,780,-844,-554
95730,10431,3192,-323
95740,3170,2490,203
95750,7366,3301,148
95760,956,-332,-940
95770,2953,420,-272
95780,1582,3973,565
95790,7617,-8,84
95800,10026,-921,-161
95810,5741,137,33
95820,9022,3070,118
95830,6145,217,-778
95840,9905,1398,760
95850,1359,2107,-725
95860,4776,1603,269
95870,1182,-818,-127
95880,1234,3348,-690
95890,207,1318,187
95900,2827,930,486
95910,320,-752,76
95920,3842,3057,334
95930,3653,625,-138
95940,3895,2581,891
95950,9820,3530,849
95960,6901,2561,-96
95970,6588,1065,-489
95980,10999,2072,-260
95990,7827,2100,-363
96000,1100,-19,287
96010,7697,345,509
96020,5377,760,890
96030,716,-871,-58
96040,1948,-375,-217
96050,3787,3663,757
96060,2689,1295,698
96070,4081,1541,-346
96080,2720,254,133
96090,10333,1938,-251
96100,1857,3206,807
96110,40,1370,-424
96120,7521,2616,-629
96130,6555,-646,-551
96140,3741,1426,743
96150,819,-845,-87
96160,8196,779,-205
96170,9209,-312,-479
96180,582,1610,3
96190,4458,2097,-383
96200,6677,1297,757
96210,3115,728,154
96220,5428,400,944
96230,3512,2878,314
96240,6002,-320,91
96250,7768,-717,428
96260,6321,-945,-606
96270,596,3760,-256
96280,6073,2634,-108
96290,6752,1912,693
96300,9987,1988,-653
96310,7489,176,123
96320,2614,29,-297
96330,2640,1621,133
96340,9978,-920,224
96350,10281,-781,-727
96360,4615,2733,-741
96370,8100,2090,-22
96380,3386,2228,133
96390,-459,2072,703
96400,1842,-98,787
96410,989,1655,636
96420,-470,1710,377
96430,7888,3554,177
96440,105,2783,-210
96450,6755,3950,107
96460,9053,3884,795
96470,8380,1751,192
96480,507,-701,-641
96490,4092,1458,-808
96500,5759,808,110
96510,6549,2601,-268
96520,10846,-278,202
96530,3150,2090,866
96540,7460,531,259
96550,-474,2940,427
96560,6427,1696,-896
96570,2418,2264,851
96580,2317,3732,869
96590,9993,2417,945
96600,7418,2605,28
96610,3738,734,-454
96620,2652,3043,-518
96630,-509,3313,-959
96640,3055,853,-514
96650,6629,723,-902
96660,250,2513,136
96670,6335,1542,171
96680,2469,1457,-553
96690,7680,-743,867
96700,4486,267,-539
96710,1163,2222,118
96720,-343,2253,-251
96730,6079,1898,-944
96740,7487,1167,-797
96750,5648,352,808
96760,1753,763,817
96770,-547,-749,225
96780,4117,-762,170
96790,4341,1131,483
96800,3214,249,310
96810,2481,-655,-455
96820,10188,-565,-248
96830,5014,2588,947
96840,7046,359,-684
96850,7409,923,571
96860,6898,1275,-922
96870,386,705,-58
96880,4343,548,470
96890,-341,3440,-751
96900,867,3382,-20
96910,147,1291,-885
96920,2608,1569,-257
96930,-638,49,-146
96940,1753,389,-649
96950,3409,-568,367
96960,3537,1086,11
96970,647,809,197
96980,249,1700,-327
96990,2473,1824,420
97000,6894,756,-651
97010,-360,955,553
97020,412,874,865
97030,4810,-561,898
97040,2046,3779,180
97050,9789,1388,-650
97060,8666,3968,-708
97070,10945,1541,947
97080,5834,-275,523
97090,6241,2203,848
97100,1597,2302,-772
97110,8502,3314,314
97120,4468,907,544
97130,1102,509,284
97140,100,-932,-601
97150,2246,-76,-60
97160,7206,855,124
97170,10860,3829,-724
97180,150,3608,50
97190,3331,-203,563
97200,284,-30,483
97210,572,-854,495
97220,-535,-52,-226
97230,9097,912,-218
97240,1011,1231,-714
97250,6384,691,-72
97260,4627,3506,-301
97270,9730,2108,253
97280,18,495,391
97290,5934,-264,509
97300,3152,2458,732
97310,1885,2836,364
97320,2201,2039,12
97330,3109,-942,995
97340,3860,3307,387
97350,331,3524,-83
97360,7434,479,583
97370,6094,3541,-919
97380,10963,1608,-339
97390,7930,3400,-132
97400,-588,-715,868
97410,10279,2524,-909
97420,2894,-546,-280
97430,-426,3897,157
97440,5735,1922,388
97450,9708,733,24
97460,-384,-772,836
97470,5469,1209,-815
97480,10484,1378,-1000
97490,7416,182,126
97500,4200,2298,447
97510,6049,1728,329
97520,-669,1530,-287
97530,7259,-120,-396
97540,-199,2245,-459
97550,2180,2775,-806
97560,3386,-882,-440
97570,10204,1265,-784
97580,1504,130,-410
97590,6159,2269,-813
97600,5004,3377,-295
97610,-15,3984,27
97620,10486,3009,985
97630,9364,543,139
97640,96,3697,-92
97650,5245,1516,986
97660,1030,2309,65
97670,5253,2164,686
97680,6786,-510,358
97690,1994,933,559
97700,1088,225,175
97710,3124,409,-439
97720,2479,3274,932
97730,5671,3247,-33
97740,6910,-211,632
97750,7021,-862,356
97760,9789,2309,-326
97770,3076,2731,-331
97780,-330,1842,-377
97790,-494,-455,176
97800,4200,778,978
97810,6091,3207,-904
97820,1697,369,469
97830,6677,-173,-238
97840,2340,165,-1000
97850,10850,3064,345
97860,3146,1499,951
97870,6331,417,623
97880,4190,903,-179
97890,4862,1462,-769
97900,6427,1253,88
97910,1615,963,-631
97920,2773,2395,-695
97930,2858,265,726
97940,4899,683,648
97950,1765,-349,-167
97960,2745,2267,-906
97970,9690,3522,150
97980,555,1951,-204
97990,3857,400,-339
98000,4385,3779,714
98010,-23,1372,240
98020,10107,1666,-760
98030,4647,-911,-652
98040,1491,1972,916
98050,3929,715,255
98060,4520,1195,338
98070,7220,-124,-872
98080,8719,3380,-726
98090,1772,-555,269
98100,1856,709,167
98110,6781,-458,-565
98120,5372,-652,-94
98130,2847,1136,691
98140,5560,-362,315
98150,9335,3078,949
98160,1782,3107,-850
98170,6727,3587,-299
98180,3893,1877,-852
98190,5319,572,-867
98200,3576,3705,445
98210,5039,1513,317
98220,4633,1660,-816
98230,-997,-641,-665
98240,-315,278,511
98250,6096,2218,-969
98260,10160,1287,784
98270,9,-329,398
98280,9245,2341,-487
98290,-814,1884,-290
98300,7643,-973,-524
98310,2567,3391,-366
98320,5822,2147,825
98330,9091,1289,101
98340,4507,3579,-192
98350,4682,2463,803
98360,4759,2644,-165
98370,7670,-950,-903
98380,1633,351,911
98390,3299,2607,399
98400,-844,2049,493
98410,1086,2444,-379
98420,885,2039,-114
98430,1015,2312,-727
98440,1638,2139,-946
98450,8746,1049,86
98460,5446,175,-725
98470,6591,3351,-310
98480,4371,3723,173
98490,68,2729,-895
98500,1553,1115,126
98510,-256,-750,813
98520,1853,-603,161
98530,3589,2729,-351
98540,5172,2157,-968
98550,4907,3744,-667
98560,182,890,-316
98570,4571,2645,-650
98580,7156,1428,-533
98590,4919,547,-494
98600,3620,3886,-539
98610,6655,3417,955
98620,1932,1888,393
98630,862,1417,-891
98640,6000,1458,-162
98650,6640,1814,566
98660,4825,2092,145
98670,246,3987,224
98680,4597,-998,-335
98690,6452,1218,-763
98700,-637,-573,-649
98710,2065,3412,-798
98720,6278,290,906
98730,-368,3527,-792
98740,-178,-553,-190
98750,2296,-603,721
98760,640,108,512
98770,1030,33,218
98780,513,310,-133
98790,227,2104,-343
98800,-335,-90,653
98810,5839,1466,436
98820,758,-107,-812
98830,573,3427,773
98840,5032,-933,-416
98850,5242,-800,-460
98860,9987,1810,710
98870,2358,2758,716
98880,10943,2622,847
98890,7107,1272,-230
98900,9127,3428,-385
98910,7848,3728,-915
98920,6053,1622,-413
98930,1655,1019,-460
98940,8568,-90,763
98950,2830,-122,926
98960,4368,-57,-66
98970,3720,3769,-262
98980,3020,205,-943
98990,5186,1389,-462
99000,-61,3973,-337
99010,4941,196,-515
99020,5093,-82,817
99030,1079,3490,-791
99040,2107,3983,-407
99050,9052,352,28
99060,6850,652,-788
99070,-457,-617,909
99080,1408,3970,255
99090,10346,1793,-841
99100,-573,2697,-460
99110,1246,3144,394
99120,5769,2931,68
99130,10498,-67,327
99140,-740,3531,-587
99150,9302,3814,382
99160,7280,2482,-318
99170,4900,556,-706
99180,5598,1241,227
99190,1140,162,242
99200,9495,-533,601
99210,5089,2524,364
99220,7202,-754,-843
99230,1748,-603,392
99240,3194,2254,-38
99250,10388,896,-814
99260,2198,189,497
99270,5617,1527,-363
99280,4918,3898,499
99290,3683,-93,-294
99300,2636,558,-566
99310,4487,-562,-911
99320,954,-834,508
99330,6743,40,246
99340,640,1040,166
99350,4813,-838,-963
99360,8908,3001,834
99370,3705,1341,457
99380,-727,-912,-556
99390,4973,-411,-316
99400,-98,3115,148
99410,10446,2274,-188
99420,6052,482,-98
99430,9094,935,-842
99440,9331,-349,-756
99450,10292,732,-446
99460,3164,2525,-38
99470,7332,3163,33
99480,-308,858,-688
99490,573,277,-346
99500,6494,1028,-713
99510,-513,-165,81
99520,10679,1016,-23
99530,-309,2752,-349
99540,9627,3250,869
99550,5170,2011,-599
99560,9081,630,-526
99570,7693,-199,444
99580,2975,1917,437
99590,4509,-229,131
99600,954,220,-812
99610,7674,-629,-995
99620,5873,3199,-62
99630,893,2797,549
99640,9201,3709,464
99650,3340,3118,-6
99660,395,3034,-49
99670,8490,2402,-364
99680,7793,1119,-50
99690,9278,3544,-840
99700,4284,58,-62
99710,10705,1072,686
99720,6548,3919,-362
99730,1257,-966,-855
99740,3290,63,256
99750,5204,2294,771
99760,10311,-771,668
99770,5724,621,-820
99780,-307,1475,539
99790,5823,-342,-92
99800,3061,2932,-319
99810,9979,-379,356
99820,10362,1609,521
99830,4844,3545,-961
99840,1111,2462,-489
99850,-422,2470,136
99860,9005,1144,534
99870,5498,1992,-582
99880,4219,-883,131
99890,3354,30,-533
99900,5481,-226,-419
99910,4010,2603,238
99920,7860,869,393
99930,3555,1539,924
99940,8980,2816,-687
99950,4283,1475,-618
99960,7938,2641,916
99970,6850,110,-431
99980,5182,466,882
99990,-986,-764,-328
100000,8186,2179,229
100010,10949,3703,944
100020,7121,3506,-867
100030,-612,1391,579
100040,2393,1975,61
100050,8885,-895,959
100060,8479,-598,836
100070,1919,-844,538
100080,9980,1962,-899
100090,7092,1057,-818
100100,1960,158,-608
100110,7838,3524,-783
100120,7875,584,349
100130,408,3155,-191
100140,5930,3378,723
100150,7574,413,-666
100160,1487,1292,11
100170,-793,1884,2
100180,6285,-120,-446
100190,1413,1270,465
100200,5272,1532,598
100210,1491,-577,470
100220,878,1697,625
100230,8145,365,431
100240,4027,1172,475
100250,3287,-591,-337
100260,3628,1506,81
100270,5369,375,-228
100280,1347,2986,-97
100290,7571,1703,-893
100300,1329,2857,-169
100310,5274,1343,-320
100320,3287,618,-307
100330,453,-46,139
100340,5987,-984,319
100350,8805,-926,-949
100360,3716,3787,-894
100370,2537,-559,654
100380,2762,-286,800
100390,-897,810,100
100400,5387,2674,38
100410,1715,2119,751
100420,4195,220,848
100430,3738,952,-578
100440,8014,3213,-467
100450,3627,990,181
100460,3430,3286,379
100470,9554,-858,-180
100480,1046,3363,-514
100490,6056,3132,-118
100500,1077,2210,-897
100510,7499,2740,-872
100520,5064,371,354
100530,5168,2435,38
100540,2758,2180,-805
100550,7081,-941,-177
100560,7464,1522,65
100570,2319,3982,-595
100580,10609,3771,840
100590,2928,1977,-305
100600,2541,3217,281
100610,4438,-334,-121
100620,5437,1823,904
100630,5374,524,-701
100640,5607,3174,-128
